id,story_event_id,item_category,item_id,item_num,point
221,1003,91,59,6000,160000
222,1003,30,110,3000,165000
223,1003,97,115,5,170000
224,1003,90,43,50,175000
225,1003,150,116,1,180000
226,1003,91,59,6000,185000
227,1003,30,110,3000,190000
228,1003,40,41,1,195000
229,1003,11,74,2,200000
230,1003,20,32,1,210000
231,1003,91,59,6000,220000
232,1003,30,110,3000,230000
233,1003,93,44,1,240000
234,1003,97,115,5,250000
235,1003,11,77,2,260000
236,1003,11,84,2,270000
237,1003,91,59,6000,280000
238,1003,30,110,3000,290000
239,1003,90,43,50,300000
240,1003,20,32,2,320000
241,1003,97,115,5,340000
242,1003,11,83,2,360000
243,1003,91,59,8000,380000
244,1003,51,30041,1,400000
245,1003,30,110,4000,420000
246,1003,20,32,2,440000
247,1003,40,111,1,460000
248,1003,91,59,8000,480000
249,1003,30,110,4000,500000
250,1003,11,77,2,520000
251,1003,90,43,100,540000
252,1003,91,59,8000,560000
253,1003,30,110,4000,580000
254,1003,40,41,1,600000
255,1003,93,44,1,625000
256,1003,11,91,2,650000
257,1003,97,115,5,675000
258,1003,90,43,100,700000
259,1004,103,98,300,2000
260,1004,91,59,1000,4000
261,1004,30,110,500,6000
262,1004,34,95,1,8000
263,1004,103,98,300,12000
264,1004,91,59,1000,14000
265,1004,30,110,500,16000
266,1004,34,95,1,18000
267,1004,103,98,300,22000
268,1004,91,59,1000,24000
269,1004,30,110,500,26000
270,1004,34,95,1,28000
271,1004,103,98,300,32000
272,1004,91,59,2000,34000
273,1004,30,110,1000,36000
274,1004,34,95,1,38000
275,1004,103,98,300,42000
276,1004,91,59,2000,44000
277,1004,30,110,1000,46000
278,1004,34,95,2,48000
279,1004,103,98,300,52000
280,1004,91,59,2000,54000
281,1004,30,110,1000,56000
282,1004,34,95,2,58000
283,1004,103,98,300,62000
284,1004,91,59,2000,64000
285,1004,30,110,1000,66000
286,1004,34,95,2,68000
287,1004,20,32,1,72000
288,1004,91,59,4000,74000
289,1004,30,110,2000,76000
290,1004,34,95,2,78000
291,1004,150,116,1,80000
292,1004,21,34,1,85000
293,1004,91,59,4000,90000
294,1004,30,110,2000,95000
295,1004,90,43,100,100000
296,1004,40,111,1,105000
297,1004,20,32,1,110000
298,1004,91,59,4000,115000
299,1004,30,110,2000,120000
300,1004,93,44,1,125000
301,1004,21,34,1,130000
302,1004,91,59,4000,135000
303,1004,30,110,2000,140000
304,1004,150,116,1,145000
305,1004,11,80,2,150000
306,1004,20,32,1,155000
307,1004,91,59,6000,160000
308,1004,30,110,3000,165000
309,1004,97,115,5,170000
310,1004,90,43,100,175000
311,1004,150,116,1,180000
312,1004,91,59,6000,185000
313,1004,30,110,3000,190000
314,1004,40,41,1,195000
315,1004,11,79,2,200000
316,1004,20,32,1,210000
317,1004,91,59,6000,220000
318,1004,30,110,3000,230000
319,1004,93,44,1,240000
320,1004,97,115,5,250000
321,1004,11,90,2,260000
322,1004,11,75,2,270000
323,1004,91,59,6000,280000
324,1004,30,110,3000,290000
325,1004,90,43,100,300000
326,1004,20,32,2,320000
327,1004,97,115,5,340000
328,1004,11,78,2,360000
329,1004,91,59,8000,380000
330,1004,51,30057,1,400000
331,1004,30,110,4000,420000
332,1004,20,32,2,440000
333,1004,40,111,1,460000
334,1004,91,59,8000,480000
335,1004,30,110,4000,500000
336,1004,11,87,2,520000
337,1004,90,43,150,540000
338,1004,91,59,8000,560000
339,1004,30,110,4000,580000
340,1004,40,41,1,600000
341,1004,93,44,1,625000
342,1004,11,91,2,650000
343,1004,97,115,5,675000
344,1004,90,43,150,700000
345,1005,103,98,300,2000
346,1005,91,59,1000,4000
347,1005,30,110,500,6000
348,1005,34,95,1,8000
349,1005,103,98,300,12000
350,1005,91,59,1000,14000
351,1005,30,110,500,16000
352,1005,34,95,1,18000
353,1005,103,98,300,22000
354,1005,91,59,1000,24000
355,1005,30,110,500,26000
356,1005,34,95,1,28000
357,1005,103,98,300,32000
358,1005,91,59,2000,34000
359,1005,30,110,1000,36000
360,1005,34,95,1,38000
361,1005,103,98,300,42000
362,1005,91,59,2000,44000
363,1005,30,110,1000,46000
364,1005,34,95,2,48000
365,1005,103,98,300,52000
366,1005,91,59,2000,54000
367,1005,30,110,1000,56000
368,1005,34,95,2,58000
369,1005,103,98,300,62000
370,1005,91,59,2000,64000
371,1005,30,110,1000,66000
372,1005,34,95,2,68000
373,1005,20,32,1,72000
374,1005,91,59,4000,74000
375,1005,30,110,2000,76000
376,1005,34,95,2,78000
377,1005,150,116,1,80000
378,1005,21,34,1,85000
379,1005,91,59,4000,90000
380,1005,30,110,2000,95000
381,1005,90,43,100,100000
382,1005,40,111,1,105000
383,1005,20,32,1,110000
384,1005,91,59,4000,115000
385,1005,30,110,2000,120000
386,1005,93,44,1,125000
387,1005,21,34,1,130000
388,1005,91,59,4000,135000
389,1005,30,110,2000,140000
390,1005,150,116,1,145000
391,1005,11,79,2,150000
392,1005,20,32,1,155000
393,1005,91,59,6000,160000
394,1005,30,110,3000,165000
395,1005,97,115,5,170000
396,1005,90,43,100,175000
397,1005,150,116,1,180000
398,1005,91,59,6000,185000
399,1005,30,110,3000,190000
400,1005,40,41,1,195000
401,1005,11,83,2,200000
402,1005,20,32,1,210000
403,1005,91,59,6000,220000
404,1005,30,110,3000,230000
405,1005,93,44,1,240000
406,1005,97,115,5,250000
407,1005,11,90,2,260000
408,1005,11,71,2,270000
409,1005,91,59,6000,280000
410,1005,30,110,3000,290000
411,1005,90,43,100,300000
412,1005,20,32,2,320000
413,1005,97,115,5,340000
414,1005,11,78,2,360000
415,1005,91,59,8000,380000
416,1005,51,30047,1,400000
417,1005,30,110,4000,420000
418,1005,20,32,2,440000
419,1005,40,111,1,460000
420,1005,91,59,8000,480000
421,1005,30,110,4000,500000
422,1005,11,87,2,520000
423,1005,90,43,150,540000
424,1005,91,59,8000,560000
425,1005,30,110,4000,580000
426,1005,40,41,1,600000
427,1005,93,44,1,625000
428,1005,11,74,2,650000
429,1005,97,115,5,675000
430,1005,90,43,150,700000
431,1006,103,98,300,2000
432,1006,91,59,2000,4000
433,1006,30,110,1000,6000
434,1006,34,95,1,8000
435,1006,103,98,300,12000
436,1006,91,59,2000,14000
437,1006,30,110,1000,16000
438,1006,34,95,1,18000
439,1006,103,98,300,22000
440,1006,91,59,2000,24000
441,1006,30,110,1000,26000
442,1006,34,95,1,28000
443,1006,103,98,300,32000
444,1006,91,59,4000,34000
445,1006,30,110,2000,36000
446,1006,34,95,1,38000
447,1006,103,98,300,42000
448,1006,91,59,4000,44000
449,1006,30,110,2000,46000
450,1006,34,95,2,48000
451,1006,103,98,300,52000
452,1006,91,59,4000,54000
453,1006,30,110,2000,56000
454,1006,34,95,2,58000
455,1006,103,98,300,62000
456,1006,91,59,4000,64000
457,1006,30,110,2000,66000
458,1006,34,95,2,68000
459,1006,20,32,1,72000
460,1006,91,59,6000,74000
461,1006,30,110,3000,76000
462,1006,34,95,2,78000
463,1006,150,116,1,80000
464,1006,21,34,1,85000
465,1006,91,59,6000,90000
466,1006,30,110,3000,95000
467,1006,90,43,100,100000
468,1006,40,111,1,105000
469,1006,20,32,1,110000
470,1006,91,59,6000,115000
471,1006,30,110,3000,120000
472,1006,93,44,1,125000
473,1006,21,34,1,130000
474,1006,91,59,6000,135000
475,1006,30,110,3000,140000
476,1006,150,116,1,145000
477,1006,90,43,100,150000
478,1006,20,32,1,155000
479,1006,91,59,8000,160000
480,1006,30,110,4000,165000
481,1006,97,115,5,170000
482,1006,11,83,2,175000
483,1006,150,116,1,180000
484,1006,91,59,8000,185000
485,1006,30,110,4000,190000
486,1006,40,41,1,195000
487,1006,90,43,150,200000
488,1006,20,32,1,210000
489,1006,91,59,8000,220000
490,1006,30,110,4000,230000
491,1006,93,44,1,240000
492,1006,97,115,5,250000
493,1006,11,80,2,260000
494,1006,11,71,2,270000
495,1006,91,59,8000,280000
496,1006,30,110,4000,290000
497,1006,164,149,1,300000
498,1006,90,43,150,310000
499,1006,91,59,8000,320000
500,1006,30,110,4000,330000
501,1006,97,115,5,340000
502,1006,91,59,8000,350000
503,1006,30,110,4000,360000
504,1006,11,78,2,370000
505,1006,91,59,8000,380000
506,1006,30,110,4000,390000
507,1006,51,30066,1,400000
508,1006,91,59,10000,420000
509,1006,30,110,5000,440000
510,1006,90,43,200,460000
511,1006,91,59,10000,480000
512,1006,30,110,5000,500000
513,1006,40,111,1,520000
514,1006,91,59,10000,540000
515,1006,30,110,5000,560000
516,1006,11,87,2,580000
517,1006,164,149,1,600000
518,1006,91,59,10000,620000
519,1006,30,110,5000,640000
520,1006,90,43,300,660000
521,1006,91,59,10000,680000
522,1006,30,110,5000,700000
523,1006,40,41,1,720000
524,1006,91,59,20000,740000
525,1006,30,110,10000,760000
526,1006,11,84,2,780000
527,1006,97,115,5,800000
528,1006,91,59,20000,820000
529,1006,30,110,10000,840000
530,1006,93,44,1,860000
531,1006,91,59,20000,880000
532,1006,30,110,10000,900000
533,1006,164,149,1,920000
534,1006,11,74,2,940000
535,1006,91,59,20000,960000
536,1006,30,110,10000,980000
537,1006,90,43,500,1000000
538,1007,103,98,300,2000
539,1007,91,59,2000,4000
540,1007,30,110,1000,6000
541,1007,34,95,1,8000
542,1007,103,98,300,12000
543,1007,91,59,2000,14000
544,1007,30,110,1000,16000
545,1007,34,95,1,18000
546,1007,103,98,300,22000
547,1007,91,59,2000,24000
548,1007,30,110,1000,26000
549,1007,34,95,1,28000
550,1007,103,98,300,32000
551,1007,91,59,4000,34000
552,1007,30,110,2000,36000
553,1007,34,95,1,38000
554,1007,103,98,300,42000
555,1007,91,59,4000,44000
556,1007,30,110,2000,46000
557,1007,34,95,2,48000
558,1007,103,98,300,52000
559,1007,91,59,4000,54000
560,1007,30,110,2000,56000
561,1007,34,95,2,58000
562,1007,103,98,300,62000
563,1007,91,59,4000,64000
564,1007,30,110,2000,66000
565,1007,34,95,2,68000
566,1007,20,32,1,72000
567,1007,91,59,6000,74000
568,1007,30,110,3000,76000
569,1007,34,95,2,78000
570,1007,150,116,1,80000
571,1007,21,34,1,85000
572,1007,91,59,6000,90000
573,1007,30,110,3000,95000
574,1007,90,43,100,100000
575,1007,40,111,1,105000
576,1007,20,32,1,110000
577,1007,91,59,6000,115000
578,1007,30,110,3000,120000
579,1007,93,44,1,125000
580,1007,21,34,1,130000
581,1007,91,59,6000,135000
582,1007,30,110,3000,140000
583,1007,150,116,1,145000
584,1007,90,43,100,150000
585,1007,20,32,1,155000
586,1007,91,59,8000,160000
587,1007,30,110,4000,165000
588,1007,97,115,5,170000
589,1007,11,89,2,175000
590,1007,150,116,1,180000
591,1007,91,59,8000,185000
592,1007,30,110,4000,190000
593,1007,40,41,1,195000
594,1007,90,43,150,200000
595,1007,20,32,1,210000
596,1007,91,59,8000,220000
597,1007,30,110,4000,230000
598,1007,93,44,1,240000
599,1007,97,115,5,250000
600,1007,11,73,2,260000
601,1007,11,78,2,270000
602,1007,91,59,8000,280000
603,1007,30,110,4000,290000
604,1007,164,149,1,300000
605,1007,90,43,150,310000
606,1007,91,59,8000,320000
607,1007,30,110,4000,330000
608,1007,97,115,5,340000
609,1007,91,59,8000,350000
610,1007,30,110,4000,360000
611,1007,11,83,2,370000
612,1007,91,59,8000,380000
613,1007,30,110,4000,390000
614,1007,51,30070,1,400000
615,1007,91,59,10000,420000
616,1007,30,110,5000,440000
617,1007,90,43,200,460000
618,1007,91,59,10000,480000
619,1007,30,110,5000,500000
620,1007,40,111,1,520000
621,1007,91,59,10000,540000
622,1007,30,110,5000,560000
623,1007,11,71,2,580000
624,1007,164,149,1,600000
625,1007,91,59,10000,620000
626,1007,30,110,5000,640000
627,1007,90,43,300,660000
628,1007,91,59,10000,680000
629,1007,30,110,5000,700000
630,1007,40,41,1,720000
631,1007,91,59,20000,740000
632,1007,30,110,10000,760000
633,1007,11,80,2,780000
634,1007,97,115,5,800000
635,1007,91,59,20000,820000
636,1007,30,110,10000,840000
637,1007,93,44,1,860000
638,1007,91,59,20000,880000
639,1007,30,110,10000,900000
640,1007,164,149,1,920000
641,1007,11,87,2,940000
642,1007,91,59,20000,960000
643,1007,30,110,10000,980000
644,1007,90,43,500,1000000
645,1008,103,98,300,2000
646,1008,91,59,2000,4000
647,1008,30,110,1000,6000
648,1008,34,95,1,8000
649,1008,103,98,300,12000
650,1008,91,59,2000,14000
651,1008,30,110,1000,16000
652,1008,34,95,1,18000
653,1008,103,98,300,22000
654,1008,91,59,2000,24000
655,1008,30,110,1000,26000
656,1008,34,95,1,28000
657,1008,103,98,300,32000
658,1008,91,59,4000,34000
659,1008,30,110,2000,36000
660,1008,34,95,1,38000
661,1008,103,98,300,42000
662,1008,91,59,4000,44000
663,1008,30,110,2000,46000
664,1008,34,95,2,48000
665,1008,103,98,300,52000
666,1008,91,59,4000,54000
667,1008,30,110,2000,56000
668,1008,34,95,2,58000
669,1008,103,98,300,62000
670,1008,91,59,4000,64000
671,1008,30,110,2000,66000
672,1008,34,95,2,68000
673,1008,20,32,1,72000
674,1008,91,59,6000,74000
675,1008,30,110,3000,76000
676,1008,34,95,2,78000
677,1008,150,116,1,80000
678,1008,21,34,1,85000
679,1008,91,59,6000,90000
680,1008,30,110,3000,95000
681,1008,90,43,100,100000
682,1008,40,111,1,105000
683,1008,20,32,1,110000
684,1008,91,59,6000,115000
685,1008,30,110,3000,120000
686,1008,93,44,1,125000
687,1008,21,34,1,130000
688,1008,91,59,6000,135000
689,1008,30,110,3000,140000
690,1008,150,116,1,145000
691,1008,90,43,100,150000
692,1008,20,32,1,155000
693,1008,91,59,8000,160000
694,1008,30,110,4000,165000
695,1008,97,115,5,170000
696,1008,11,74,2,175000
697,1008,150,116,1,180000
698,1008,91,59,8000,185000
699,1008,30,110,4000,190000
700,1008,40,41,1,195000
701,1008,90,43,150,200000
702,1008,20,32,1,210000
703,1008,91,59,8000,220000
704,1008,30,110,4000,230000
705,1008,93,44,1,240000
706,1008,97,115,5,250000
707,1008,11,75,2,260000
708,1008,11,83,2,270000
709,1008,91,59,8000,280000
710,1008,30,110,4000,290000
711,1008,164,149,1,300000
712,1008,90,43,150,310000
713,1008,91,59,8000,320000
714,1008,30,110,4000,330000
715,1008,97,115,5,340000
716,1008,91,59,8000,350000
717,1008,30,110,4000,360000
718,1008,11,84,2,370000
719,1008,91,59,8000,380000
720,1008,30,110,4000,390000
721,1008,51,30074,1,400000
722,1008,91,59,10000,420000
723,1008,30,110,5000,440000
724,1008,90,43,200,460000
725,1008,91,59,10000,480000
726,1008,30,110,5000,500000
727,1008,40,111,1,520000
728,1008,91,59,10000,540000
729,1008,30,110,5000,560000
730,1008,11,85,2,580000
731,1008,164,149,1,600000
732,1008,91,59,10000,620000
733,1008,30,110,5000,640000
734,1008,90,43,300,660000
735,1008,91,59,10000,680000
736,1008,30,110,5000,700000
737,1008,40,41,1,720000
738,1008,91,59,20000,740000
739,1008,30,110,10000,760000
740,1008,11,90,2,780000
741,1008,97,115,5,800000
742,1008,91,59,20000,820000
743,1008,30,110,10000,840000
744,1008,93,44,1,860000
745,1008,91,59,20000,880000
746,1008,30,110,10000,900000
747,1008,164,149,1,920000
748,1008,11,91,2,940000
749,1008,91,59,20000,960000
750,1008,30,110,10000,980000
751,1008,90,43,500,1000000
752,1009,103,98,300,2000
753,1009,91,59,2000,4000
754,1009,30,110,1000,6000
755,1009,34,95,1,8000
756,1009,103,98,300,12000
757,1009,91,59,2000,14000
758,1009,30,110,1000,16000
759,1009,34,95,1,18000
760,1009,103,98,300,22000
761,1009,91,59,2000,24000
762,1009,30,110,1000,26000
763,1009,34,95,1,28000
764,1009,103,98,300,32000
765,1009,91,59,4000,34000
766,1009,30,110,2000,36000
767,1009,34,95,1,38000
768,1009,103,98,300,42000
769,1009,91,59,4000,44000
770,1009,30,110,2000,46000
771,1009,34,95,2,48000
772,1009,103,98,300,52000
773,1009,91,59,4000,54000
774,1009,30,110,2000,56000
775,1009,34,95,2,58000
776,1009,103,98,300,62000
777,1009,91,59,4000,64000
778,1009,30,110,2000,66000
779,1009,34,95,2,68000
780,1009,20,32,1,72000
781,1009,91,59,6000,74000
782,1009,30,110,3000,76000
783,1009,34,95,2,78000
784,1009,150,116,1,80000
785,1009,21,34,1,85000
786,1009,91,59,6000,90000
787,1009,30,110,3000,95000
788,1009,90,43,100,100000
789,1009,40,111,1,105000
790,1009,20,32,1,110000
791,1009,91,59,6000,115000
792,1009,30,110,3000,120000
793,1009,93,44,1,125000
794,1009,21,34,1,130000
795,1009,91,59,6000,135000
796,1009,30,110,3000,140000
797,1009,150,116,1,145000
798,1009,90,43,100,150000
799,1009,20,32,1,155000
800,1009,91,59,8000,160000
801,1009,30,110,4000,165000
802,1009,97,115,5,170000
803,1009,11,74,2,175000
804,1009,150,116,1,180000
805,1009,91,59,8000,185000
806,1009,30,110,4000,190000
807,1009,40,41,1,195000
808,1009,90,43,150,200000
809,1009,20,32,1,210000
810,1009,91,59,8000,220000
811,1009,30,110,4000,230000
812,1009,93,44,1,240000
813,1009,97,115,5,250000
814,1009,11,80,2,260000
815,1009,11,91,2,270000
816,1009,91,59,8000,280000
817,1009,30,110,4000,290000
818,1009,164,149,1,300000
819,1009,90,43,150,310000
820,1009,91,59,8000,320000
821,1009,30,110,4000,330000
822,1009,97,115,5,340000
823,1009,91,59,8000,350000
824,1009,30,110,4000,360000
825,1009,11,87,2,370000
826,1009,91,59,8000,380000
827,1009,30,110,4000,390000
828,1009,51,30079,1,400000
829,1009,91,59,10000,420000
830,1009,30,110,5000,440000
831,1009,90,43,200,460000
832,1009,91,59,10000,480000
833,1009,30,110,5000,500000
834,1009,40,111,1,520000
835,1009,91,59,10000,540000
836,1009,30,110,5000,560000
837,1009,11,69,2,580000
838,1009,164,149,1,600000
839,1009,91,59,10000,620000
840,1009,30,110,5000,640000
841,1009,90,43,300,660000
842,1009,91,59,10000,680000
843,1009,30,110,5000,700000
844,1009,40,41,1,720000
845,1009,91,59,20000,740000
846,1009,30,110,10000,760000
847,1009,11,88,2,780000
848,1009,97,115,5,800000
849,1009,91,59,20000,820000
850,1009,30,110,10000,840000
851,1009,93,44,1,860000
852,1009,91,59,20000,880000
853,1009,30,110,10000,900000
854,1009,164,149,1,920000
855,1009,11,102,2,940000
856,1009,91,59,20000,960000
857,1009,30,110,10000,980000
858,1009,90,43,500,1000000
859,1010,103,98,300,2000
860,1010,91,59,2000,4000
861,1010,30,110,1000,6000
862,1010,34,95,1,8000
863,1010,103,98,300,12000
864,1010,91,59,2000,14000
865,1010,30,110,1000,16000
866,1010,34,95,1,18000
867,1010,103,98,300,22000
868,1010,91,59,2000,24000
869,1010,30,110,1000,26000
870,1010,34,95,1,28000
871,1010,103,98,300,32000
872,1010,91,59,4000,34000
873,1010,30,110,2000,36000
874,1010,34,95,1,38000
875,1010,103,98,300,42000
876,1010,91,59,4000,44000
877,1010,30,110,2000,46000
878,1010,34,95,2,48000
879,1010,103,98,300,52000
880,1010,91,59,4000,54000
881,1010,30,110,2000,56000
882,1010,34,95,2,58000
883,1010,103,98,300,62000
884,1010,91,59,4000,64000
885,1010,30,110,2000,66000
886,1010,34,95,2,68000
887,1010,20,32,1,72000
888,1010,91,59,6000,74000
889,1010,30,110,3000,76000
890,1010,34,95,2,78000
891,1010,150,116,1,80000
892,1010,21,34,1,85000
893,1010,91,59,6000,90000
894,1010,30,110,3000,95000
895,1010,90,43,100,100000
896,1010,40,111,1,105000
897,1010,20,32,1,110000
898,1010,91,59,6000,115000
899,1010,30,110,3000,120000
900,1010,93,44,1,125000
901,1010,21,34,1,130000
902,1010,91,59,6000,135000
903,1010,30,110,3000,140000
904,1010,150,116,1,145000
905,1010,90,43,100,150000
906,1010,20,32,1,155000
907,1010,91,59,8000,160000
908,1010,30,110,4000,165000
909,1010,97,115,5,170000
910,1010,11,71,2,175000
911,1010,150,116,1,180000
912,1010,91,59,8000,185000
913,1010,30,110,4000,190000
914,1010,40,41,1,195000
915,1010,90,43,150,200000
916,1010,20,32,1,210000
917,1010,91,59,8000,220000
918,1010,30,110,4000,230000
919,1010,93,44,1,240000
920,1010,97,115,5,250000
921,1010,11,73,2,260000
922,1010,11,74,2,270000
923,1010,91,59,8000,280000
924,1010,30,110,4000,290000
925,1010,164,149,1,300000
926,1010,90,43,150,310000
927,1010,91,59,8000,320000
928,1010,30,110,4000,330000
929,1010,97,115,5,340000
930,1010,91,59,8000,350000
931,1010,30,110,4000,360000
932,1010,11,78,2,370000
933,1010,91,59,8000,380000
934,1010,30,110,4000,390000
935,1010,51,30084,1,400000
936,1010,91,59,10000,420000
937,1010,30,110,5000,440000
938,1010,90,43,200,460000
939,1010,91,59,10000,480000
940,1010,30,110,5000,500000
941,1010,40,111,1,520000
942,1010,91,59,10000,540000
943,1010,30,110,5000,560000
944,1010,11,83,2,580000
945,1010,164,149,1,600000
946,1010,91,59,10000,620000
947,1010,30,110,5000,640000
948,1010,90,43,300,660000
949,1010,91,59,10000,680000
950,1010,30,110,5000,700000
951,1010,40,41,1,720000
952,1010,91,59,20000,740000
953,1010,30,110,10000,760000
954,1010,11,84,2,780000
955,1010,97,115,5,800000
956,1010,91,59,20000,820000
957,1010,30,110,10000,840000
958,1010,93,44,1,860000
959,1010,91,59,20000,880000
960,1010,30,110,10000,900000
961,1010,164,149,1,920000
962,1010,11,90,2,940000
963,1010,91,59,20000,960000
964,1010,30,110,10000,980000
965,1010,90,43,500,1000000
